edad,sexo,nivel_socioeconomico,rendimiento_previo,asistencia_previa,distancia_escuela,rollout_score,tratado,participa_programa,intensidad_tutorias,tiempo_abandono_meses,evento_abandono,abandono_12m
14,0,-0.5462444482524828,54.460842911306955,80.7857702971915,0.7428094609516299,0.08476615442633317,0,0,0.0,12.0,0,0
17,1,0.3918040054025465,62.15082701013377,58.71265905585188,0.40120796767998324,0.8076258695629751,0,0,0.0,12.0,0,0
12,0,-1.4789115687741288,33.356471506525196,84.58168114788698,1.4028944291551646,0.7714733448596064,0,0,0.0,6.0,1,1
15,0,0.18335991977915564,66.12979217221006,70.20278775283194,0.7796061810100048,0.915138820404896,1,1,8.667572525807559,12.0,0,0
13,0,-0.015309849172995557,44.559427377268925,68.46667596794255,0.597102236001904,0.8545154359107495,1,0,0.0,2.0,1,1
15,1,0.5792914996010884,39.70994571234698,63.1265565288929,1.2471878240269452,0.6831755632398181,0,0,0.0,12.0,0,0
13,1,0.11958036841415326,37.16461220673163,62.0610750213211,0.2860884399080486,0.05233285730066284,1,1,5.658255036108593,12.0,0,0
17,1,-0.9730689408815555,76.69032562484888,66.44552496887711,5.255127791907216,0.7828486179866575,1,1,8.965687867740206,9.0,1,1
17,0,1.1965715016644913,50.561049094608165,72.9097904236951,4.045398130550464,0.8455108108405605,1,1,7.007820766114748,12.0,0,0
17,1,-0.15852957302697002,83.00591564874749,99.53259137526568,2.4594059125086147,0.7990821457719545,0,0,0.0,12.0,0,0
13,0,-0.02730453950993186,51.96297805421553,74.74120324104796,0.22457742632922725,0.5084790353080261,0,0,0.0,6.0,1,1
15,1,-0.933267959073196,34.3896306361058,81.77750106268032,2.9911228121820077,0.23290183864948166,1,1,4.150297879242644,12.0,0,0
17,0,-0.4432822511915103,43.25213340077011,84.00481386506328,3.300075364431818,0.8453299756887267,0,0,0.0,12.0,0,0
16,0,-0.8848027140269009,78.53717430010408,81.3106518621585,2.9200076856710893,0.7271628097401385,0,0,0.0,12.0,0,0
13,0,-0.172946059923423,57.66152733094999,79.22556539274007,0.24199965399098233,0.9807611743888516,0,0,0.0,12.0,0,0
13,0,1.7117084801423434,51.77569055264099,68.04706236400756,2.065132067970618,0.15569259775593292,0,0,0.0,7.0,1,1
15,1,-1.3719011429313563,62.40027338779181,94.50927548279212,3.595452016339211,0.22566458305205506,0,0,0.0,6.0,1,1
13,1,-1.6135613978767411,67.52674104251318,98.07196643637886,1.7224378260131856,0.2117981498815027,0,0,0.0,12.0,1,1
13,0,1.4711703274936085,76.76098223853691,63.17341305877314,2.079219611963342,0.7925397676213367,1,1,6.172370693634896,12.0,0,0
17,1,-0.20932367715186612,81.7274884483939,69.7597140911362,1.2263202575213132,0.18690729645011817,1,1,5.564287971559572,12.0,0,0
15,0,-0.6690727386599166,54.60347031316371,77.20189657622994,1.5045519528712807,0.0666598298233061,0,0,0.0,12.0,0,0
17,1,1.0399046873960764,40.10928470876942,70.35462205089809,0.06996328680903927,0.9985608065856286,1,1,5.877259003011082,12.0,0,0
17,1,-0.6056155397368641,53.79802258315086,85.05965553455866,2.037549787376217,0.024817211445149145,0,0,0.0,1.0,1,1
15,1,1.8260097135469362,63.90420759874329,72.71727797593387,0.16991180996684735,0.8352440601588657,1,1,6.505210147303246,12.0,0,0
12,0,0.6779258713392691,45.54361610684084,100.0,1.14191075771995,0.3653668415506528,1,1,5.063867240909088,12.0,0,0
17,1,-0.48791140814570266,45.642736276574354,91.90548594343596,0.6924737856294044,0.8416154597578153,1,1,11.773958838931474,12.0,0,0
16,1,2.1573082132655035,65.15681822324828,82.12574030632214,1.57679770508331,0.554620491211145,1,1,1.116231593765602,12.0,0,0
16,0,-0.6057149230033384,59.270214726443236,90.26986263319732,0.28639323996925514,0.9016312294863601,1,1,7.345654245647814,12.0,0,0
13,0,0.742095372009307,60.4919549311738,91.05900424357309,2.352996759849504,0.9261929864146267,1,1,11.229966544873422,12.0,0,0
16,1,0.2992925804064919,48.62256997949896,74.36052511941757,3.1696031582544673,0.009098181280775997,0,0,0.0,5.0,1,1
13,1,1.301741289398798,56.54398928691349,71.83782755458036,0.35670954915951975,0.07541217599278827,0,0,0.0,12.0,0,0
12,1,1.5615111967268527,46.136502835975435,80.78143062969647,0.22032870983885056,0.2503587295708555,0,0,0.0,1.0,1,1
15,1,0.032004149065766624,73.3529761668718,88.61636124497944,0.3145137914196958,0.6693154163635017,0,0,0.0,1.0,1,1
15,1,-0.7534178703461835,75.52874002085629,81.39060398653417,4.193217100727833,0.888272196511506,0,0,0.0,4.0,1,1
15,0,0.4599721429391164,32.307182066428595,64.23003517809002,1.5023547042144811,0.45994195129396276,0,0,0.0,2.0,1,1
16,0,-0.6777153697521061,46.05733709711385,71.97175556049157,1.25944729661117,0.6069731162742654,0,0,0.0,7.0,1,1
12,0,2.013387247526623,37.55206117364881,79.26027136405622,0.22569207838803187,0.18849985279556114,1,1,5.809188486651592,12.0,0,0
16,1,0.13653533108273744,50.249640983896526,79.2433439567417,2.0971087526162817,0.8049668338816853,1,1,8.92173544848724,2.0,1,1
16,0,-0.3653215513121087,58.748430453144586,99.72542176789808,4.049900529393362,0.9673281113534697,0,0,0.0,12.0,0,0
12,1,0.1846803058649084,38.255321704522046,66.14012057601002,3.5226840441555867,0.26859893291459747,1,1,6.005449428943328,1.0,1,1
12,1,-1.3471262895296965,46.1721028031203,85.05589241835875,1.9672915459299989,0.4948259516005463,0,0,0.0,12.0,0,0
12,1,-0.9716140385106515,44.94063941877752,94.8911310832829,0.15652580434678837,0.0861161105063738,0,0,0.0,6.0,1,1
12,0,1.2004139079444254,63.10900994098416,100.0,0.23846147729172124,0.5591366564629684,0,0,0.0,12.0,0,0
15,1,-0.6568942789713957,61.04016505554375,75.95602576816039,0.10113235362391897,0.5027834418466806,0,0,0.0,12.0,0,0
14,0,-1.0469109826819396,49.1739366999412,84.914294527202,0.5954088348821933,0.1444364841550776,1,1,4.098642690032272,12.0,0,0
14,1,0.5366527525272862,62.65231308209097,85.69760357198646,0.2915815330068519,0.44206621311807504,0,0,0.0,12.0,0,0
12,0,1.185704154662997,51.79979873119102,81.9548173155329,0.6023400283026276,0.33410465208656326,0,0,0.0,1.0,1,1
14,0,0.7189533106650667,55.9251733451092,79.01154798760695,0.9724548303491272,0.5218308753051893,1,1,2.081660756897742,12.0,0,0
14,1,0.9960476858058164,85.10178135447805,84.35975389500047,5.7288040458218,0.5856543354287992,0,0,0.0,12.0,0,0
12,0,-0.7567950885694608,80.10691577685522,54.677539147803145,1.8851465218053558,0.008495578607209509,0,0,0.0,12.0,0,0
14,0,-1.4218106667418438,40.506281446086035,86.82069490062631,3.6033018861041675,0.7610059829495553,0,0,0.0,8.0,1,1
16,1,1.5013336519554867,72.44598626818762,81.26177903661967,2.4781743251522337,0.7130142918617408,1,1,7.549954249657827,12.0,0,0
13,1,-0.32267983884213575,72.17094831737388,77.77525103221734,0.23870056998547717,0.3662863862065222,0,0,0.0,12.0,0,0
13,1,-0.25083301645504735,42.776050668710724,100.0,2.663009460534665,0.05293593556881826,0,0,0.0,6.0,1,1
12,1,1.328194141849058,72.2816646563229,73.25065981209448,0.6434400435732262,0.7549325397850504,1,1,5.713584410150369,12.0,0,0
15,1,0.5562300094006599,83.06897877618829,75.9692401093497,2.03835222084033,0.9551751604781324,0,0,0.0,5.0,1,1
12,0,0.45588777208160763,43.16182790633379,99.91553302204734,0.8339480860459548,0.2401515960220142,1,1,4.1197839757354355,12.0,0,0
15,0,2.165002344901084,46.237457684786044,71.67938695150143,12.12571768340296,0.3235246137370379,0,0,0.0,1.0,1,1
13,0,-0.643518230380143,75.26492200265254,74.4988471706346,0.6118318860122791,0.18381288948181496,0,0,0.0,12.0,0,0
12,1,0.9278401280812372,64.07242966238472,78.5297457656915,0.6545942323002407,0.5769361233448397,0,0,0.0,12.0,0,0
17,1,0.0570131248970845,68.27214412859286,88.4073448212955,5.337820200542134,0.15484139464745494,0,0,0.0,12.0,0,0
16,0,0.26859227886325693,65.10883824600745,82.07802507353314,0.049906322564929974,0.35619394346137945,0,0,0.0,12.0,0,0
14,0,1.5284684264125317,65.86043881392216,67.07374652847737,2.3859931144842346,0.697013013934263,0,0,0.0,8.0,1,1
15,1,0.5078357562896237,40.102918075333754,74.67831436872811,2.5843435232263468,0.5601159830093484,0,0,0.0,1.0,1,1
17,0,0.538296079049633,75.70976559932173,73.92645566787789,3.6203998369236383,0.38646256432793524,1,1,5.1614131810255826,12.0,0,0
14,1,1.0725073373098022,77.54384988641661,79.22778954776955,7.333399359021609,0.4202496018075419,0,0,0.0,12.0,0,0
14,1,-0.3649527295428853,56.559138838979585,84.25843658629829,7.42650160747506,0.5621108826232295,0,0,0.0,5.0,1,1
12,1,-0.8392096673390064,59.34784575279206,84.18205755887972,0.13500958181322742,0.005864727887161303,0,0,0.0,12.0,0,0
14,0,-1.0448091940210336,37.03338746166417,62.23988245951598,3.450138909396424,0.07850986845360985,0,0,0.0,12.0,0,0
16,1,-1.9663565893760018,67.71382134026753,90.63940987560856,2.0786685362899324,0.8812580677630116,1,1,11.133497016536023,12.0,0,0
17,1,2.056207129940322,68.58086162571216,82.52568845996623,2.08451382246539,0.07787898909129076,0,0,0.0,12.0,0,0
14,1,-1.1032083657216831,59.067134745010335,93.84532047593906,0.27473445520332773,0.7068035962105051,1,1,11.930085873139461,12.0,0,0
12,1,-0.221253623585772,76.86530039805754,84.44198327290673,2.1007140576155563,0.9200381641090526,0,0,0.0,12.0,0,0
16,1,-0.27681329988892067,54.98884153530089,91.01322957735762,8.089118997829152,0.2706836043017311,0,0,0.0,4.0,1,1
13,1,0.30740669780910074,68.469088888404,84.66545311450128,4.856717754263669,0.37049143705951426,1,1,6.5458901862353445,12.0,0,0
17,0,0.8157372125392968,44.705034919618264,93.46225756202747,1.1565346150939937,0.5689214058447163,0,0,0.0,12.0,0,0
14,1,0.8604734883597454,59.64671773688643,85.22250636017779,0.08153560299014384,0.8817089696385847,1,1,6.7155924610922995,12.0,0,0
12,1,-0.5830774385689385,57.384686131457464,79.02084753557097,0.8997542343026391,0.9419055872604202,1,1,5.471263926878839,3.0,1,1
13,0,-0.1671217137864115,63.37961883061412,100.0,3.5018913391211512,0.7395632481112681,0,0,0.0,12.0,0,0
13,1,0.28257995048829965,54.45709606749962,88.89037122279892,2.4179646719741257,0.08661976085469403,0,0,0.0,6.0,1,1
15,1,-0.24869112618354708,58.027911064924986,85.73744421004413,1.2299428497691083,0.6691541555348508,0,0,0.0,6.0,1,1
16,1,1.6073455760199926,72.3907075716226,67.23695583461664,0.1133556037469997,0.41030372187266206,0,0,0.0,12.0,0,0
14,0,0.49097495163825133,53.44853644142674,67.11692382536462,1.113371716131574,0.4707009994910616,1,1,7.349183321565323,12.0,0,0
12,0,0.7348777860498175,35.90134348891981,82.92715482141854,1.2660804525936897,0.04914839034517704,1,1,8.71325637116582,12.0,0,0
15,1,0.6628812686674127,86.24375856308131,81.45521197768241,5.277669629782799,0.19106213934635818,0,0,0.0,10.0,1,1
16,1,1.173473857485325,80.72181118035729,73.85877434991684,2.049345524215989,0.7905136075336477,1,1,6.87686004855063,12.0,0,0
15,0,0.18102155870370695,40.616059573415725,81.4098269961206,0.7469241733004863,0.4539588330478598,1,1,1.603884417637131,12.0,0,0
17,1,-1.2968319479558466,70.34561707867792,95.88626928043595,1.4902214598815384,0.30166224163114885,1,1,7.245086068524494,12.0,0,0
16,1,0.3996879517526416,52.455378441729856,86.95402474550299,0.13667611718063818,0.38401907396495816,0,0,0.0,12.0,0,0
16,1,-0.651356893791829,63.952308229965894,68.58991490247261,7.192107308362559,0.8543995133256802,1,0,0.0,2.0,1,1
14,1,-0.5286166817497568,64.4133619352024,78.88491172857056,0.8927614075512592,0.7489990174049569,1,1,9.21779647511497,12.0,0,0
16,0,0.5863640187550933,56.48388299525517,71.9503351914744,1.2996672280360102,0.2723153971810828,1,1,2.6452549107715537,12.0,0,0
15,0,1.2382830714336357,48.24351501620406,76.12300083591438,0.8778906585369609,0.11750184021237331,0,0,0.0,9.0,1,1
16,0,0.02127157673606165,49.64188421525611,75.86384334370358,2.294628813159515,0.2519982216440717,0,0,0.0,10.0,1,1
14,1,0.3088330125989638,46.257121267781365,75.22354417395995,2.170792956916198,0.9207564510547337,0,0,0.0,2.0,1,1
14,0,1.702214944635238,47.522666876543326,67.44864628026605,2.5127953056334813,0.5815888378497553,1,1,7.097734880875171,12.0,0,0
17,0,0.24075317948856828,58.99232564925967,78.7234531848181,0.6243409060704408,0.5334802087447829,0,0,0.0,12.0,0,0
15,0,2.601683114180395,49.26360016333872,74.3939236315269,0.7586256042333176,0.5963935996924615,1,1,7.691632831349582,12.0,0,0
13,1,0.5655096456315442,70.2307809856893,50.705513099977324,0.26763711020906056,0.36602826574651526,0,0,0.0,12.0,0,0
13,1,-1.7607627591558177,82.30869233003891,100.0,2.1313802695992985,0.8071070203195128,1,1,7.275106456940661,12.0,0,0
16,0,0.7533416211045325,51.29920137944936,90.88769654216672,0.08122138230871051,0.5232862493002498,1,1,4.988316909730042,5.0,1,1
17,0,0.38115838488277776,63.591067508030655,76.23699275075003,1.82102658454824,0.11674790276879554,0,0,0.0,12.0,0,0
12,1,1.2897527540827456,67.495276654544,80.18819049740598,4.075768426488784,0.12906512482906296,0,0,0.0,12.0,0,0
16,0,0.6731813512699584,67.08003406378911,68.28345652682438,4.429737314543447,0.5368591465026183,0,0,0.0,6.0,1,1
17,0,-0.13845598398377382,61.139329018741314,96.95722877810866,1.1921780055890858,0.9365702180708392,1,1,9.84158510133963,12.0,0,0
15,0,-1.2242982362893657,71.14023627539584,98.97288694773111,1.22979500759876,0.30835212167619874,0,0,0.0,11.0,1,1
15,0,-0.20902325728602528,67.23373429020985,81.56693728246525,0.16018531435935543,0.8695411688592183,1,1,6.80186401464029,12.0,0,0
15,0,-0.8505204542093001,41.43506366509053,90.23530644185345,2.2219671495247337,0.7640955865788793,0,0,0.0,3.0,1,1
15,0,-0.5805234498047227,73.03734096583909,81.75286778933923,3.4436396003666703,0.24781244290690685,1,0,0.0,11.0,1,1
15,0,0.5885784044206096,73.30936255900113,66.6327456112407,0.561161505506684,0.036340748316242455,0,0,0.0,12.0,0,0
17,1,1.6699045043514062,48.550708437321276,75.88176631036343,1.0939451877514177,0.10184726514238274,0,0,0.0,12.0,0,0
17,0,0.3946715298229811,60.56906753171403,81.31927966771957,3.6507070065738145,0.7284939338474402,0,0,0.0,7.0,1,1
14,1,-1.1958830620351844,70.24993489216604,75.45452281256556,4.19310163087092,0.1996697380406467,0,0,0.0,9.0,1,1
13,1,0.4446026682201407,56.86029270630958,77.81346722564965,0.5572596169102206,0.3712709205053938,0,0,0.0,12.0,0,0
15,0,1.196631486645651,76.09467071649019,79.08600442490885,1.5995531553320714,0.5016991660064248,0,0,0.0,12.0,0,0
12,1,-0.6097829043193822,95.45808741929042,79.19121502134539,0.4276074834731294,0.7254681684501628,1,1,4.206032179950624,12.0,0,0
17,0,-0.1340171666729177,48.210209510475266,80.52258490497483,0.21490042653278407,0.11323122325912538,1,0,0.0,12.0,0,0
12,1,0.014688194729197093,39.28433095269338,69.39394933603398,4.840947549780638,0.4063664052774615,0,0,0.0,5.0,1,1
12,0,-0.78489831308224,64.55727893407314,72.82983850872064,3.4352437564694527,0.4850729091426954,0,0,0.0,12.0,0,0
12,0,0.648280433843859,70.82343757689215,67.1541573430003,2.8545235807903167,0.5408270639715397,1,1,2.523532220575257,12.0,0,0
14,0,-0.12094814860778157,56.53700439232846,89.778155496862,0.09999105015780257,0.8183606413952167,1,1,9.97678096418427,12.0,0,0
17,1,0.41953244390702776,81.79890994981551,58.943530581596754,3.712324545842606,0.1716781950432169,0,0,0.0,5.0,1,1
12,1,-0.8874921778021001,39.92091300415127,91.53590343316925,1.1526637180838029,0.8078314518266223,0,0,0.0,7.0,1,1
15,1,-0.43745830032341043,70.39377934547417,93.86349397262843,0.8383020387100849,0.6928784276966522,1,1,8.311963236032193,12.0,0,0
16,0,0.7223813578277714,50.9120876886166,76.97819413017379,1.5814157703046228,0.5558708141989593,0,0,0.0,11.0,1,1
12,1,-0.372833152091767,85.79066859310944,53.96862912172701,0.1915977323759571,0.6995278704025719,0,0,0.0,12.0,1,1
14,0,1.7269638512334051,89.88773029752177,76.38689438032709,2.826480726061713,0.4120177389516564,0,0,0.0,12.0,0,0
17,1,-0.39963618561460235,48.500151183249784,79.35815838711181,1.7466304846432408,0.13839758596812457,0,0,0.0,1.0,1,1
14,0,0.22468472575188592,51.7566429613713,69.89401780071087,0.41304022121092526,0.6657652402653673,1,1,7.17324281505444,12.0,0,0
12,0,0.9325908318730899,72.89381830469702,74.84781606191757,0.4170818800432206,0.5246723066856223,0,0,0.0,12.0,0,0
17,0,-1.4183657329330317,54.19304025315728,95.30195198863352,0.40729138103834867,0.6393748005427755,1,1,6.037575127926719,9.0,1,1
16,0,-1.7608088119807759,59.318831731016424,86.64927162301741,0.11738305644063902,0.33799878102849,0,0,0.0,8.0,1,1
12,1,-1.5256563145700948,60.38082630813615,70.754358856219,1.7724856973960565,0.9068665773398359,0,0,0.0,2.0,1,1
14,0,1.262584103427182,31.204902657035156,64.02400830404568,3.669519889688536,0.5873698685755769,1,1,5.704112777320477,12.0,0,0
13,1,-0.5518581458924467,59.79243380858644,76.72982682390229,0.03530623483166426,0.08540248429087383,0,0,0.0,5.0,1,1
15,0,2.5581992856682523,49.654083389037396,77.86543220649561,0.10049220150150044,0.44980399070442867,1,1,4.197938675230063,12.0,0,0
14,1,-0.5642475986573886,52.60315766400342,84.96199187363317,1.700866833425712,0.7563560547436343,0,0,0.0,1.0,1,1
17,0,0.18455130319703697,81.65448005203221,74.64683287432341,3.4240011956330187,0.7941345617322724,0,0,0.0,7.0,1,1
12,0,1.5421099525678756,41.152396585811154,85.11499575361862,0.7912440924576999,0.49459705276375876,1,1,5.620879869171507,12.0,0,0
15,1,2.006092888159123,72.19807780121965,99.35154040060229,0.8603797187637013,0.8947475708313011,1,1,3.4440682822535544,12.0,0,0
12,0,2.061503576636398,55.81555604502287,88.15501022444262,1.8143968721981008,0.26766843719429756,1,1,4.330878004645864,7.0,1,1
17,0,1.2083662305931424,55.80359747256249,79.51911492669227,0.6409970857350588,0.4105986972382666,0,0,0.0,12.0,0,0
12,1,1.0240625258114624,71.85557844077567,78.16849528946705,0.05393755263266361,0.8985969105689701,1,1,7.073915699004723,12.0,0,0
13,1,0.5925269492011831,65.10076941853336,76.43326865820129,2.657776314954579,0.8962567164715789,1,1,8.908530243795575,12.0,0,0
15,0,0.7783610761666377,68.55919495829296,91.80640912452145,1.9651277154924844,0.6857127688246809,1,1,6.9772853797273156,12.0,0,0
15,0,-0.5511857163285334,74.52276990799291,73.72686554048697,1.7386043747977322,0.8589805471222202,0,0,0.0,12.0,0,0
17,1,-0.8181988834223072,55.030374252250155,80.45222708999982,2.7071442733579976,0.08877326695623267,0,0,0.0,12.0,0,0
13,0,-0.0033744574109520514,50.81644898238375,80.51197901881085,2.2492812368697646,0.8649949762077763,1,1,9.184831156374447,12.0,0,0
14,0,-0.17018462252492844,43.72274210163303,74.98215807188468,0.46104639856186963,0.32061990655022676,0,0,0.0,12.0,0,0
12,0,-0.4532280493272752,47.61884205031567,66.27534452115898,0.8692144294137516,0.17833151242821632,1,1,8.233264747511509,12.0,0,0
16,1,0.6963874474567153,104.23641637963088,83.22974503617668,0.26960186299015465,0.23936983634204634,0,0,0.0,6.0,1,1
12,1,0.9553052085705107,78.67019371105181,79.38996028144616,0.2781954568892848,0.4179685080138871,0,0,0.0,2.0,1,1
